"","lon","lat","Dataset","Loc_ID","Area_km","S","N","min_DBH_cm","GPP","ET","ANN_T","WARM_T","ISO_T","MIN_P","P_SEAS","ALT_DIF","ELONG","ISL_LS","ISL_ST","ISL_DIS","HABITAT","REALM","REALM_PK","DAT_TYPE","Source"
"1",108.835,18.665,"Fang_Hainan","FH1",0.01,171,1024,5,30180,13086.25,22.8,26.3,44,54,80,134,1,"island","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot","Fang et al. (2004) Community structures and species richness in the montane rain forest of Jianfengling, Hainan Island, China. Biodiversity Science 12: 29-43."
"2",101.195,21.945,"Lu_SW_China","Lu_Menglun",0.01,106,393,10,26729,11555.5,22.2,25.4,54,68,73,206,1,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot","Lu et al. (2010) Structure, tree species diversity and composition of tropical seasonal rainforests in Xishuangbanna, south-west China. Journal of Tropical Forest Science 22: 260-270."
"3",101.545,21.535,"Lu_SW_China","Lu_Mengla",0.01,94,423,10,26812,11430.75,21.9,25,55,78,75,202,1,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot","Lu et al. (2010) Structure, tree species diversity and composition of tropical seasonal rainforests in Xishuangbanna, south-west China. Journal of Tropical Forest Science 22: 260-270."
"4",101.595,21.445,"Lu_SW_China","Lu_Manyang",0.01,84,467,10,26195,11063.25,22.1,25.3,55,76,78,189,1,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot","Lu et al. (2010) Structure, tree species diversity and composition of tropical seasonal rainforests in Xishuangbanna, south-west China. Journal of Tropical Forest Science 22: 260-270."
"5",108.055,25.165,"Xiang_SW_China","Xiang_Mulun",0.01,68,535,10,17390,13253.6669921875,19.1,26.5,31,111,66,356,1,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot","Xiang et al. (2015) A comparison of tree species diversity in two subtropical forests, Guangxi, Southwest China. Journal of Resources Ecology, 6: 208-2016."
"6",110.375,25.865,"Xiang_SW_China","Xiang_Maoershan",0.01,72,764,10,12447,6039.5,15.3,24,27,178,54,131,1,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot","Xiang et al. (2015) A comparison of tree species diversity in two subtropical forests, Guangxi, Southwest China. Journal of Resources Ecology, 6: 208-2016."
"7",128.085,42.405,"Wu_NE_China","Wu_P1",0.001,12,43,10,10121,5613.16650390625,2.5,17.9,26,26,92,46,2.5,"mainland","mainland","mainland","Temperate Broadleaf and Mixed Forests","Palearctic","Eastern Palearctic","Plot","Wu et al. (2004) Comparison of community structure and species diversity of mixed forests of deciduous broad-leaved tree and Korean pine in Northeast China. Biodiversity Science 12: 174-181."
"8",128.125,42.325,"Wu_NE_China","Wu_P3",6e-04,10,64,10,10427,5779.33349609375,2,17.4,26,27,92,20,1.5,"mainland","mainland","mainland","Temperate Broadleaf and Mixed Forests","Palearctic","Eastern Palearctic","Plot","Wu et al. (2004) Comparison of community structure and species diversity of mixed forests of deciduous broad-leaved tree and Korean pine in Northeast China. Biodiversity Science 12: 174-181."
"9",128.905,47.185,"Wu_NE_China","Wu_P4",0.001,10,47,10,8110,3732.58325195312,0.3,18.3,23,19,100,169,2.5,"mainland","mainland","mainland","Temperate Broadleaf and Mixed Forests","Palearctic","Eastern Palearctic","Plot","Wu et al. (2004) Comparison of community structure and species diversity of mixed forests of deciduous broad-leaved tree and Korean pine in Northeast China. Biodiversity Science 12: 174-181."
"10",128.215,44.365,"Wu_NE_China","Wu_P9",6e-04,10,123,10,8370,5105.91650390625,-1.2,15.5,24,23,97,172,1.5,"mainland","mainland","mainland","Temperate Broadleaf and Mixed Forests","Palearctic","Eastern Palearctic","Plot","Wu et al. (2004) Comparison of community structure and species diversity of mixed forests of deciduous broad-leaved tree and Korean pine in Northeast China. Biodiversity Science 12: 174-181."
"11",123.065,51.605,"Zhao_Baikalu","Baik_7",8e-04,2,75,4,7736,4024.16674804688,-6,13.4,26,16,102,107,2,"mainland","mainland","mainland","Temperate Conifer Forests","Palearctic","Eastern Palearctic","Plot","Zhao et al. (2004) Structure and species diversity of boreal forests in Mt. Baikalu, Huzhong area, Daxingan Mountains, Northeast China. Biodiversity Science 12: 182-189."
"12",101.565,21.485,"Cao_Zhang_SW_China","Cao_1",0.0025,68,308,5,25392,9794,22.7,25.8,55,75,77,18,1,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot","Cao & Zhang (1997) Tree species diversity of tropical forest vegetation in Xishuangbanna, SW China. Biodiversity and Conservation 6: 995-1006."
"13",117.855,27.845,"Zheng_Fujian","E1",4e-04,11,91,5,14109,6486.41650390625,14.2,22.7,26,195,54,536,1,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot","Zheng et al. (2004) Tree species diversity along latitudinal gradient on southeastern and northwestern slopes of Mt. Huanggang, Wuyi Mountains, Fujian, China. Biodiversity Science, 12: 63-74."
"14",117.845,27.875,"Zheng_Fujian","E2",4e-04,15,17,5,17410,11395.8330078125,16.7,25.4,27,193,59,348,1,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot","Zheng et al. (2004) Tree species diversity along latitudinal gradient on southeastern and northwestern slopes of Mt. Huanggang, Wuyi Mountains, Fujian, China. Biodiversity Science, 12: 63-74."
"15",117.845,27.885,"Zheng_Fujian","E3",4e-04,21,199,5,15961,8786.1669921875,15.6,24.3,27,195,57,547,1,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot","Zheng et al. (2004) Tree species diversity along latitudinal gradient on southeastern and northwestern slopes of Mt. Huanggang, Wuyi Mountains, Fujian, China. Biodiversity Science, 12: 63-74."
"16",117.845,27.875,"Zheng_Fujian","E4",6e-04,37,162,5,17410,11395.8330078125,16.7,25.4,27,193,59,348,1.5,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot","Zheng et al. (2004) Tree species diversity along latitudinal gradient on southeastern and northwestern slopes of Mt. Huanggang, Wuyi Mountains, Fujian, China. Biodiversity Science, 12: 63-74."
"17",117.845,27.875,"Zheng_Fujian","E5",6e-04,42,196,5,17410,11395.8330078125,16.7,25.4,27,193,59,348,1.5,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot","Zheng et al. (2004) Tree species diversity along latitudinal gradient on southeastern and northwestern slopes of Mt. Huanggang, Wuyi Mountains, Fujian, China. Biodiversity Science, 12: 63-74."
"18",117.845,27.875,"Zheng_Fujian","E6",6e-04,32,142,5,17410,11395.8330078125,16.7,25.4,27,193,59,348,1.5,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot","Zheng et al. (2004) Tree species diversity along latitudinal gradient on southeastern and northwestern slopes of Mt. Huanggang, Wuyi Mountains, Fujian, China. Biodiversity Science, 12: 63-74."
"19",117.845,27.875,"Zheng_Fujian","E7",6e-04,38,145,5,16131,7822.16650390625,15.5,24.2,27,195,57,348,1.5,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot","Zheng et al. (2004) Tree species diversity along latitudinal gradient on southeastern and northwestern slopes of Mt. Huanggang, Wuyi Mountains, Fujian, China. Biodiversity Science, 12: 63-74."
"20",117.835,27.875,"Zheng_Fujian","E8",6e-04,38,238,5,16131,7822.16650390625,15.5,24.2,27,195,57,435,1.5,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot","Zheng et al. (2004) Tree species diversity along latitudinal gradient on southeastern and northwestern slopes of Mt. Huanggang, Wuyi Mountains, Fujian, China. Biodiversity Science, 12: 63-74."
"21",117.835,27.875,"Zheng_Fujian","E9",6e-04,36,194,5,16131,7822.16650390625,15.5,24.2,27,195,57,435,1.5,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot","Zheng et al. (2004) Tree species diversity along latitudinal gradient on southeastern and northwestern slopes of Mt. Huanggang, Wuyi Mountains, Fujian, China. Biodiversity Science, 12: 63-74."
"22",117.835,27.875,"Zheng_Fujian","E10",6e-04,24,249,5,16131,7822.16650390625,15.5,24.2,27,195,57,435,1.5,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot","Zheng et al. (2004) Tree species diversity along latitudinal gradient on southeastern and northwestern slopes of Mt. Huanggang, Wuyi Mountains, Fujian, China. Biodiversity Science, 12: 63-74."
"23",117.835,27.875,"Zheng_Fujian","E11",6e-04,19,197,5,16131,7822.16650390625,15.5,24.2,27,195,57,435,1.5,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot","Zheng et al. (2004) Tree species diversity along latitudinal gradient on southeastern and northwestern slopes of Mt. Huanggang, Wuyi Mountains, Fujian, China. Biodiversity Science, 12: 63-74."
"24",117.835,27.875,"Zheng_Fujian","E12",6e-04,32,313,5,16131,7822.16650390625,15.5,24.2,27,195,57,435,1.5,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot","Zheng et al. (2004) Tree species diversity along latitudinal gradient on southeastern and northwestern slopes of Mt. Huanggang, Wuyi Mountains, Fujian, China. Biodiversity Science, 12: 63-74."
"25",117.835,27.875,"Zheng_Fujian","E13",6e-04,15,355,5,14774,6763.16650390625,14.4,22.8,26,196,54,573,1.5,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot","Zheng et al. (2004) Tree species diversity along latitudinal gradient on southeastern and northwestern slopes of Mt. Huanggang, Wuyi Mountains, Fujian, China. Biodiversity Science, 12: 63-74."
"26",117.825,27.875,"Zheng_Fujian","E14",6e-04,25,388,5,14774,6763.16650390625,14.4,22.8,26,196,54,573,1.5,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot","Zheng et al. (2004) Tree species diversity along latitudinal gradient on southeastern and northwestern slopes of Mt. Huanggang, Wuyi Mountains, Fujian, China. Biodiversity Science, 12: 63-74."
"27",117.825,27.875,"Zheng_Fujian","E15",6e-04,16,528,5,14774,6763.16650390625,14.4,22.8,26,196,54,573,1.5,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot","Zheng et al. (2004) Tree species diversity along latitudinal gradient on southeastern and northwestern slopes of Mt. Huanggang, Wuyi Mountains, Fujian, China. Biodiversity Science, 12: 63-74."
"28",117.825,27.875,"Zheng_Fujian","E16",6e-04,12,188,5,14774,6763.16650390625,14.4,22.8,26,196,54,573,1.5,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot","Zheng et al. (2004) Tree species diversity along latitudinal gradient on southeastern and northwestern slopes of Mt. Huanggang, Wuyi Mountains, Fujian, China. Biodiversity Science, 12: 63-74."
"29",117.825,27.875,"Zheng_Fujian","E17",6e-04,28,233,5,14774,6763.16650390625,14.4,22.8,26,196,54,573,1.5,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot","Zheng et al. (2004) Tree species diversity along latitudinal gradient on southeastern and northwestern slopes of Mt. Huanggang, Wuyi Mountains, Fujian, China. Biodiversity Science, 12: 63-74."
"30",117.825,27.875,"Zheng_Fujian","E18",6e-04,22,397,5,14381,6821.33349609375,12.8,21.1,25,195,53,560,1.5,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot","Zheng et al. (2004) Tree species diversity along latitudinal gradient on southeastern and northwestern slopes of Mt. Huanggang, Wuyi Mountains, Fujian, China. Biodiversity Science, 12: 63-74."
"31",117.825,27.875,"Zheng_Fujian","E19",6e-04,9,397,5,14381,6821.33349609375,12.8,21.1,25,195,53,560,1.5,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot","Zheng et al. (2004) Tree species diversity along latitudinal gradient on southeastern and northwestern slopes of Mt. Huanggang, Wuyi Mountains, Fujian, China. Biodiversity Science, 12: 63-74."
"32",117.825,27.875,"Zheng_Fujian","E20",6e-04,10,164,5,14381,6821.33349609375,12.8,21.1,25,195,53,560,1.5,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot","Zheng et al. (2004) Tree species diversity along latitudinal gradient on southeastern and northwestern slopes of Mt. Huanggang, Wuyi Mountains, Fujian, China. Biodiversity Science, 12: 63-74."
"33",117.815,27.875,"Zheng_Fujian","E21",6e-04,16,191,5,12841,5197.16650390625,11.8,20,25,197,52,429,1.5,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot","Zheng et al. (2004) Tree species diversity along latitudinal gradient on southeastern and northwestern slopes of Mt. Huanggang, Wuyi Mountains, Fujian, China. Biodiversity Science, 12: 63-74."
"34",117.815,27.875,"Zheng_Fujian","E22",6e-04,12,115,5,14381,6821.33349609375,12.8,21.1,25,195,53,560,1.5,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot","Zheng et al. (2004) Tree species diversity along latitudinal gradient on southeastern and northwestern slopes of Mt. Huanggang, Wuyi Mountains, Fujian, China. Biodiversity Science, 12: 63-74."
"35",117.815,27.875,"Zheng_Fujian","E23",6e-04,18,154,5,13544,4804.75,10.5,18.5,25,199,52,482,1.5,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot","Zheng et al. (2004) Tree species diversity along latitudinal gradient on southeastern and northwestern slopes of Mt. Huanggang, Wuyi Mountains, Fujian, China. Biodiversity Science, 12: 63-74."
"36",117.815,27.875,"Zheng_Fujian","E24",6e-04,13,179,5,13544,4804.75,10.5,18.5,25,199,52,482,1.5,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot","Zheng et al. (2004) Tree species diversity along latitudinal gradient on southeastern and northwestern slopes of Mt. Huanggang, Wuyi Mountains, Fujian, China. Biodiversity Science, 12: 63-74."
"37",117.815,27.875,"Zheng_Fujian","E25",6e-04,16,130,5,13544,4804.75,10.5,18.5,25,199,52,482,1.5,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot","Zheng et al. (2004) Tree species diversity along latitudinal gradient on southeastern and northwestern slopes of Mt. Huanggang, Wuyi Mountains, Fujian, China. Biodiversity Science, 12: 63-74."
"38",117.815,27.875,"Zheng_Fujian","E26",6e-04,8,185,5,13544,4804.75,10.5,18.5,25,199,52,482,1.5,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot","Zheng et al. (2004) Tree species diversity along latitudinal gradient on southeastern and northwestern slopes of Mt. Huanggang, Wuyi Mountains, Fujian, China. Biodiversity Science, 12: 63-74."
"39",117.815,27.875,"Zheng_Fujian","E27",6e-04,9,298,5,13544,4804.75,10.5,18.5,25,199,52,482,1.5,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot","Zheng et al. (2004) Tree species diversity along latitudinal gradient on southeastern and northwestern slopes of Mt. Huanggang, Wuyi Mountains, Fujian, China. Biodiversity Science, 12: 63-74."
"40",117.795,27.875,"Zheng_Fujian","E28",6e-04,4,148,5,14085,5443.25,11.2,19.3,25,198,52,347,1.5,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot","Zheng et al. (2004) Tree species diversity along latitudinal gradient on southeastern and northwestern slopes of Mt. Huanggang, Wuyi Mountains, Fujian, China. Biodiversity Science, 12: 63-74."
"41",117.795,27.865,"Zheng_Fujian","E29",1e-04,1,11,5,15592,8892.8330078125,10.2,18.1,25,199,52,434,1,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot","Zheng et al. (2004) Tree species diversity along latitudinal gradient on southeastern and northwestern slopes of Mt. Huanggang, Wuyi Mountains, Fujian, China. Biodiversity Science, 12: 63-74."
"42",117.785,27.865,"Zheng_Fujian","E30",1e-04,3,11,5,12068,5807.25,9.5,17.4,24,199,52,225,1,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot","Zheng et al. (2004) Tree species diversity along latitudinal gradient on southeastern and northwestern slopes of Mt. Huanggang, Wuyi Mountains, Fujian, China. Biodiversity Science, 12: 63-74."
"43",117.775,27.855,"Zheng_Fujian","N1",1e-04,9,30,5,15678,9006.3330078125,9.7,17.5,25,199,52,318,1,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot","Zheng et al. (2004) Tree species diversity along latitudinal gradient on southeastern and northwestern slopes of Mt. Huanggang, Wuyi Mountains, Fujian, China. Biodiversity Science, 12: 63-74."
"44",117.755,27.835,"Zheng_Fujian","N2",1e-04,4,38,5,12813,5861,10.3,18.3,25,198,52,223,1,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot","Zheng et al. (2004) Tree species diversity along latitudinal gradient on southeastern and northwestern slopes of Mt. Huanggang, Wuyi Mountains, Fujian, China. Biodiversity Science, 12: 63-74."
"45",117.745,27.825,"Zheng_Fujian","N3",4e-04,2,112,5,13180,5044.5,10.9,18.9,25,198,52,355,1,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot","Zheng et al. (2004) Tree species diversity along latitudinal gradient on southeastern and northwestern slopes of Mt. Huanggang, Wuyi Mountains, Fujian, China. Biodiversity Science, 12: 63-74."
"46",117.715,27.815,"Zheng_Fujian","N4",4e-04,5,28,5,14118,6374.75,14.2,22.7,26,194,55,381,1,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot","Zheng et al. (2004) Tree species diversity along latitudinal gradient on southeastern and northwestern slopes of Mt. Huanggang, Wuyi Mountains, Fujian, China. Biodiversity Science, 12: 63-74."
"47",117.715,27.835,"Zheng_Fujian","N5",6e-04,10,54,5,14887,6640.91650390625,14.4,22.9,26,195,55,422,1.5,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot","Zheng et al. (2004) Tree species diversity along latitudinal gradient on southeastern and northwestern slopes of Mt. Huanggang, Wuyi Mountains, Fujian, China. Biodiversity Science, 12: 63-74."
"48",117.425,27.835,"Zheng_Fujian","N6",6e-04,19,158,5,18061,13086.6669921875,17.3,26.4,27,187,60,184,1.5,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot","Zheng et al. (2004) Tree species diversity along latitudinal gradient on southeastern and northwestern slopes of Mt. Huanggang, Wuyi Mountains, Fujian, China. Biodiversity Science, 12: 63-74."
"49",117.725,27.855,"Zheng_Fujian","N7",6e-04,24,182,5,16450,10627.5830078125,13.4,21.8,26,195,53,519,1.5,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot","Zheng et al. (2004) Tree species diversity along latitudinal gradient on southeastern and northwestern slopes of Mt. Huanggang, Wuyi Mountains, Fujian, China. Biodiversity Science, 12: 63-74."
"50",117.705,27.855,"Zheng_Fujian","N8",6e-04,22,99,5,14278,6213.75,11.9,20.1,25,196,53,304,1.5,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot","Zheng et al. (2004) Tree species diversity along latitudinal gradient on southeastern and northwestern slopes of Mt. Huanggang, Wuyi Mountains, Fujian, China. Biodiversity Science, 12: 63-74."
"51",117.685,27.855,"Zheng_Fujian","N9",6e-04,30,299,5,13945,5952.08349609375,14.7,23.3,26,196,55,417,1.5,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot","Zheng et al. (2004) Tree species diversity along latitudinal gradient on southeastern and northwestern slopes of Mt. Huanggang, Wuyi Mountains, Fujian, China. Biodiversity Science, 12: 63-74."
"52",117.675,27.855,"Zheng_Fujian","N10",6e-04,20,148,5,14774,6147.66650390625,15.2,23.8,26,196,56,496,1.5,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot","Zheng et al. (2004) Tree species diversity along latitudinal gradient on southeastern and northwestern slopes of Mt. Huanggang, Wuyi Mountains, Fujian, China. Biodiversity Science, 12: 63-74."
"53",117.675,27.865,"Zheng_Fujian","N11",6e-04,28,230,5,14259,6547.16650390625,16,24.7,27,195,58,389,1.5,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot","Zheng et al. (2004) Tree species diversity along latitudinal gradient on southeastern and northwestern slopes of Mt. Huanggang, Wuyi Mountains, Fujian, China. Biodiversity Science, 12: 63-74."
"54",117.665,27.865,"Zheng_Fujian","N12",4e-04,21,97,5,14043,6515,15.7,24.4,27,195,57,307,1,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot","Zheng et al. (2004) Tree species diversity along latitudinal gradient on southeastern and northwestern slopes of Mt. Huanggang, Wuyi Mountains, Fujian, China. Biodiversity Science, 12: 63-74."
"55",117.665,27.875,"Zheng_Fujian","N13",4e-04,19,142,5,14356,7080.33349609375,16,24.7,27,195,58,456,1,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot","Zheng et al. (2004) Tree species diversity along latitudinal gradient on southeastern and northwestern slopes of Mt. Huanggang, Wuyi Mountains, Fujian, China. Biodiversity Science, 12: 63-74."
"56",-71.365,-11.885,"CoelhodeSouza_Amazon","AGJ-01",0.02,186,1637,10,34118,14760,25.2,25.8,78,264,45,22,2,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot","Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587."
"57",-70.315,-3.725,"CoelhodeSouza_Amazon","AGP-01",0.01,291,826,10,25379,10841.75,25.9,26.3,85,507,22,33,1,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot","Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587."
"58",-70.305,-3.725,"CoelhodeSouza_Amazon","AGP-02",0.01,292,877,10,25801,10977.0830078125,25.8,26.2,85,507,22,24,1,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot","Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587."
"59",-55.935,-9.595,"CoelhodeSouza_Amazon","ALF-01",0.01,143,569,10,25315,13387.6669921875,25.6,26.2,69,51,70,34,1,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot","Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587."
"60",-55.925,-9.575,"CoelhodeSouza_Amazon","ALF-02",0.01,108,584,10,25213,13045.4169921875,25.6,26.2,69,51,70,79,1,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot","Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587."
"61",-71.475,-11.805,"CoelhodeSouza_Amazon","ALM-01",0.02,329,1754,10,34297,14908,25.1,25.7,78,249,45,61,2,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot","Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587."
"62",-73.435,-3.955,"CoelhodeSouza_Amazon","ALP-01",0.01,323,752,10,27697,12541.25,26.3,26.8,84,529,18,33,1,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot","Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587."
"63",-73.445,-3.955,"CoelhodeSouza_Amazon","ALP-02",0.01,333,792,10,27797,12680.5830078125,26.3,26.9,84,528,18,23,1,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot","Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587."
"64",-73.445,-3.965,"CoelhodeSouza_Amazon","ALP-05",0.001,50,65,10,27338,12612,26.3,26.9,83,528,18,28,1,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot","Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587."
"65",-73.405,-3.955,"CoelhodeSouza_Amazon","ALP-10",0.001,73,93,10,27722,12603.5830078125,26.3,26.8,85,532,18,42,1,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot","Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587."
"66",-73.435,-3.945,"CoelhodeSouza_Amazon","ALP-16",0.001,66,86,10,27371,12656.5,26.4,26.9,84,532,18,38,1,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot","Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587."
"67",-73.435,-3.965,"CoelhodeSouza_Amazon","ALP-20",0.001,48,63,10,27735,12625.9169921875,26.3,26.8,84,529,18,25,1,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot","Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587."
"68",-73.425,-3.955,"CoelhodeSouza_Amazon","ALP-23",0.001,38,63,10,27351,12269,26.4,26.9,84,530,18,37,1,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot","Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587."
"69",-73.445,-3.945,"CoelhodeSouza_Amazon","ALP-40",0.01,43,1270,10,26975,12482.8330078125,26.3,26.8,85,533,18,23,1,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Neotropic","Neotropic","Plot","Coelho de Souza et al. (2016) Evolutionary heritage influences Amazon tree ecology. Proc R Soc B 283: 20161587."
