"","lon","lat","Dataset","Loc_ID","Area_km","S","N","min_DBH_cm","GPP","ET","ANN_T","WARM_T","ISO_T","MIN_P","P_SEAS","ALT_DIF","ELONG","ISL_LS","ISL_ST","ISL_DIS","HABITAT","REALM","REALM_PK","DAT_TYPE","Source"
"594",13.395,42.755,"IT_NFI","IT157189",0.00053,6,95,5,16095,6560.5,11.2,19.6,30,176,19,300,1,"mainland","mainland","mainland","Temperate Broadleaf and Mixed Forests","Palearctic","Western Palearctic","Plot","De Natale et al. (2005) Inventario nazionale delle foreste e dei serbatoi forestali di carbonio. MiPAF – Ispettorato Generale del Corpo Forestale dello Stato, CRA-ISAFA, Trento."
"595",14.155,42.185,"IT_NFI","IT172671",0.00053,3,36,5,19334,5545.16650390625,11.3,19.5,31,149,22,284,1,"mainland","mainland","mainland","Temperate Broadleaf and Mixed Forests","Palearctic","Western Palearctic","Plot","De Natale et al. (2005) Inventario nazionale delle foreste e dei serbatoi forestali di carbonio. MiPAF – Ispettorato Generale del Corpo Forestale dello Stato, CRA-ISAFA, Trento."
"596",14.735,37.895,"IT_NFI","IT281733",0.00053,1,1,5,15617,3690.91674804688,11.9,20,27,48,49,209,1,"island","mainland","mainland","Mediterranean Forests, Woodlands and Scrub","Palearctic","Western Palearctic","Plot","De Natale et al. (2005) Inventario nazionale delle foreste e dei serbatoi forestali di carbonio. MiPAF – Ispettorato Generale del Corpo Forestale dello Stato, CRA-ISAFA, Trento."
"597",12.435,46.465,"IT_NFI","IT9577",0.00053,2,31,5,12406,4964.41650390625,7.8,16.6,33,135,33,335,1,"mainland","mainland","mainland","Temperate Conifer Forests","Palearctic","Western Palearctic","Plot","De Natale et al. (2005) Inventario nazionale delle foreste e dei serbatoi forestali di carbonio. MiPAF – Ispettorato Generale del Corpo Forestale dello Stato, CRA-ISAFA, Trento."
"598",15.655,41.755,"IT_NFI","IT186085",0.00053,5,90,5,16013,6919.25,10.9,19,25,118,19,180,1,"mainland","mainland","mainland","Mediterranean Forests, Woodlands and Scrub","Palearctic","Western Palearctic","Plot","De Natale et al. (2005) Inventario nazionale delle foreste e dei serbatoi forestali di carbonio. MiPAF – Ispettorato Generale del Corpo Forestale dello Stato, CRA-ISAFA, Trento."
"599",12.625,43.505,"IT_NFI","IT134713",0.00053,5,122,5,17300,6641.58349609375,10.8,19.2,27,202,18,560,1,"mainland","mainland","mainland","Temperate Broadleaf and Mixed Forests","Palearctic","Western Palearctic","Plot","De Natale et al. (2005) Inventario nazionale delle foreste e dei serbatoi forestali di carbonio. MiPAF – Ispettorato Generale del Corpo Forestale dello Stato, CRA-ISAFA, Trento."
"600",13.995,41.705,"IT_NFI","IT187551",0.00053,1,21,5,17071,6253.91650390625,7.9,15.9,27,148,23,205,1,"mainland","mainland","mainland","Temperate Broadleaf and Mixed Forests","Palearctic","Western Palearctic","Plot","De Natale et al. (2005) Inventario nazionale delle foreste e dei serbatoi forestali di carbonio. MiPAF – Ispettorato Generale del Corpo Forestale dello Stato, CRA-ISAFA, Trento."
"601",9.695,45.955,"IT_NFI","IT29384",0.00053,4,47,5,14658,6414.16650390625,9.5,17.9,30,154,29,385,1,"mainland","mainland","mainland","Temperate Conifer Forests","Palearctic","Western Palearctic","Plot","De Natale et al. (2005) Inventario nazionale delle foreste e dei serbatoi forestali di carbonio. MiPAF – Ispettorato Generale del Corpo Forestale dello Stato, CRA-ISAFA, Trento."
"602",11.735,43.865,"IT_NFI","IT124668",0.00053,1,30,5,15226,5735.58349609375,6.7,14.7,22,187,20,239,1,"mainland","mainland","mainland","Temperate Broadleaf and Mixed Forests","Palearctic","Western Palearctic","Plot","De Natale et al. (2005) Inventario nazionale delle foreste e dei serbatoi forestali di carbonio. MiPAF – Ispettorato Generale del Corpo Forestale dello Stato, CRA-ISAFA, Trento."
"603",10.705,43.765,"IT_NFI","IT127535",0.00053,5,38,5,17231,7126.33349609375,14.5,22.4,35,130,31,24,1,"mainland","mainland","mainland","Mediterranean Forests, Woodlands and Scrub","Palearctic","Western Palearctic","Plot","De Natale et al. (2005) Inventario nazionale delle foreste e dei serbatoi forestali di carbonio. MiPAF – Ispettorato Generale del Corpo Forestale dello Stato, CRA-ISAFA, Trento."
"604",8.705,39.435,"IT_NFI","IT260545",0.00053,4,147,5,26021,8645.5830078125,13.7,21.2,34,41,55,368,1,"island","island","island","Mediterranean Forests, Woodlands and Scrub","Palearctic","Western Palearctic","Plot","De Natale et al. (2005) Inventario nazionale delle foreste e dei serbatoi forestali di carbonio. MiPAF – Ispettorato Generale del Corpo Forestale dello Stato, CRA-ISAFA, Trento."
"605",14.025,41.275,"IT_NFI","IT201041",0.00053,2,54,5,23586,14738.75,13.7,21.2,35,107,40,87,1,"mainland","mainland","mainland","Mediterranean Forests, Woodlands and Scrub","Palearctic","Western Palearctic","Plot","De Natale et al. (2005) Inventario nazionale delle foreste e dei serbatoi forestali di carbonio. MiPAF – Ispettorato Generale del Corpo Forestale dello Stato, CRA-ISAFA, Trento."
"606",9.485,39.255,"IT_NFI","IT264548",0.00053,1,63,5,25381,10429,15.9,23.2,32,22,50,196,1,"island","island","island","Mediterranean Forests, Woodlands and Scrub","Palearctic","Western Palearctic","Plot","De Natale et al. (2005) Inventario nazionale delle foreste e dei serbatoi forestali di carbonio. MiPAF – Ispettorato Generale del Corpo Forestale dello Stato, CRA-ISAFA, Trento."
"607",9.945,44.085,"IT_NFI","IT118507",0.00053,2,66,5,17185,7518.5,14.8,22.1,34,125,36,306,1,"mainland","mainland","mainland","Mediterranean Forests, Woodlands and Scrub","Palearctic","Western Palearctic","Plot","De Natale et al. (2005) Inventario nazionale delle foreste e dei serbatoi forestali di carbonio. MiPAF – Ispettorato Generale del Corpo Forestale dello Stato, CRA-ISAFA, Trento."
"608",13.795,42.055,"IT_NFI","IT176063",0.00053,2,26,5,11527,3786.75,10.8,19,32,154,24,174,1,"mainland","mainland","mainland","Temperate Broadleaf and Mixed Forests","Palearctic","Western Palearctic","Plot","De Natale et al. (2005) Inventario nazionale delle foreste e dei serbatoi forestali di carbonio. MiPAF – Ispettorato Generale del Corpo Forestale dello Stato, CRA-ISAFA, Trento."
"609",8.075,46.035,"IT_NFI","IT25500",0.00053,2,21,5,10092,2937.25,5,12.8,28,259,17,373,1,"mainland","mainland","mainland","Temperate Conifer Forests","Palearctic","Western Palearctic","Plot","De Natale et al. (2005) Inventario nazionale delle foreste e dei serbatoi forestali di carbonio. MiPAF – Ispettorato Generale del Corpo Forestale dello Stato, CRA-ISAFA, Trento."
"610",12.915,42.675,"IT_NFI","IT159419",0.00053,3,73,5,14144,5169.66650390625,8.7,16.8,28,156,24,136,1,"mainland","mainland","mainland","Temperate Broadleaf and Mixed Forests","Palearctic","Western Palearctic","Plot","De Natale et al. (2005) Inventario nazionale delle foreste e dei serbatoi forestali di carbonio. MiPAF – Ispettorato Generale del Corpo Forestale dello Stato, CRA-ISAFA, Trento."
"611",116.185,-32.235,"Kubota_global","Ashendon_Abott",0.02,5,2270,1.7,23353,9823.1669921875,16.8,22.9,47,54,80,118,2,"mainland","mainland","mainland","Mediterranean Forests, Woodlands and Scrub","Australasia","Australasia","Plot","Abbott, I. 1984. Comparisons of spatial pattern, structure and tree composition between virgin and cut–over jarrah forest in Western Australia. – For. Ecol. Manage. 9: 101–126."
"612",116.095,-32.335,"Kubota_global","Mundlimup_Abott",0.0128,5,1972,1.7,16254,7223.83349609375,16.5,22.3,47,54,78,44,2.5,"mainland","mainland","mainland","Mediterranean Forests, Woodlands and Scrub","Australasia","Australasia","Plot","Abbott, I. 1984. Comparisons of spatial pattern, structure and tree composition between virgin and cut–over jarrah forest in Western Australia. – For. Ecol. Manage. 9: 101–126."
"613",116.115,-33.065,"Kubota_global","Chalk_Abbott",0.016,5,1278,1.7,27305,11396.8330078125,15,20.9,50,50,79,72,2,"mainland","mainland","mainland","Mediterranean Forests, Woodlands and Scrub","Australasia","Australasia","Plot","Abbott, I. 1984. Comparisons of spatial pattern, structure and tree composition between virgin and cut–over jarrah forest in Western Australia. – For. Ecol. Manage. 9: 101–126."
"614",116.495,5.585,"Kubota_global","Adam_Plot1_600m",0.0025,64,270,5,25305,10928,17.2,17.5,85,397,19,303,1,"island","mainland","mainland","Montane Grasslands and Shrublands","Indo-Malay","Indo-Malay","Plot","Adam, J.H. 2001. Changes in forest community structures of tropical montane rain forest on the slope of Mt. Trus Madi in Sabah, Malaysia. – J. Trop. For. Sci. 13: 76–92."
"615",-2.005,6.795,"Kubota_global","Tinte_Bepo_UF",0.0075,35,347,10,23793,11274,25.9,27.2,71,92,54,41,1,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Afrotropic","Afrotropic","Plot","Addo–Fordjour, P. et al. 2009. Floristic composition, structure and natural regeneration in a moist semi–deciduous forest following anthropogenic disturbances and invasion. – Int. J. Biodivers. Conserv. 1: 21–37."
"616",3.995,9.455,"Kubota_global","Kubota786_Adekunle 2006",0.02,55,318,10,10932,9698.6669921875,26.4,28.6,64,13,85,28,5,"mainland","mainland","mainland","Tropical and Subtropical Grasslands, Savannas and Shrublands","Afrotropic","Afrotropic","Plot","Adekunle, V. A. J. 2006. Conservation of tree species diversity in tropical rainforest ecosystem of southwest Nigeria. – J. Trop. Forest Sci. 18: 91–101."
"617",4.375,6.835,"Kubota_global","Kubota787_Adekunle 2006",0.02,53,296,10,19181,7506.58349609375,26.9,28.3,71,66,64,45,5,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Afrotropic","Afrotropic","Plot","Adekunle, V. A. J. 2006. Conservation of tree species diversity in tropical rainforest ecosystem of southwest Nigeria. – J. Trop. Forest Sci. 18: 91–101."
"618",5.085,6.875,"Kubota_global","Kubota788_Adekunle 2006",0.02,41,230,10,19967,8507,26,27.4,74,68,63,51,5,"mainland","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Afrotropic","Afrotropic","Plot","Adekunle, V. A. J. 2006. Conservation of tree species diversity in tropical rainforest ecosystem of southwest Nigeria. – J. Trop. Forest Sci. 18: 91–101."
"619",22.145,66.385,"Kubota_global","Linder_1",0.001257,3,139,10,7521,2894,-0.6,12.4,23,86,29,21,1,"mainland","mainland","mainland","Boreal Forests/Taiga","Palearctic","Western Palearctic","Plot","Linder, P. et al. 1997. Stand structure and successional trends in virgin boreal forest reserves in Sweden. – For. Ecol. Manage. 98: 17–33."
"620",20.265,66.035,"Kubota_global","Linder_2",0.001257,5,363,10,7173,2298.75,-0.4,12.8,23,80,35,33,1,"mainland","mainland","mainland","Boreal Forests/Taiga","Palearctic","Western Palearctic","Plot","Linder, P. et al. 1997. Stand structure and successional trends in virgin boreal forest reserves in Sweden. – For. Ecol. Manage. 98: 17–33."
"621",16.135,65.565,"Kubota_global","Linder_3",0.001257,2,194,10,6464,2195.91674804688,0.2,10.5,25,115,28,64,1,"mainland","mainland","mainland","Boreal Forests/Taiga","Palearctic","Western Palearctic","Plot","Linder, P. et al. 1997. Stand structure and successional trends in virgin boreal forest reserves in Sweden. – For. Ecol. Manage. 98: 17–33."
"622",19.095,65.245,"Kubota_global","Linder_5",0.001257,3,205,10,5691,2970.25,-0.2,12.5,24,90,33,7,1,"mainland","mainland","mainland","Boreal Forests/Taiga","Palearctic","Western Palearctic","Plot","Linder, P. et al. 1997. Stand structure and successional trends in virgin boreal forest reserves in Sweden. – For. Ecol. Manage. 98: 17–33."
"623",18.465,65.045,"Kubota_global","Linder_6",0.001257,5,165,10,7162,2833.08325195312,-0.4,12.2,24,95,34,38,1,"mainland","mainland","mainland","Boreal Forests/Taiga","Palearctic","Western Palearctic","Plot","Linder, P. et al. 1997. Stand structure and successional trends in virgin boreal forest reserves in Sweden. – For. Ecol. Manage. 98: 17–33."
"624",17.655,63.295,"Kubota_global","Linder_7",0.001257,5,148,10,7842,2108.25,1.6,13,25,112,25,19,1,"mainland","mainland","mainland","Boreal Forests/Taiga","Palearctic","Western Palearctic","Plot","Linder, P. et al. 1997. Stand structure and successional trends in virgin boreal forest reserves in Sweden. – For. Ecol. Manage. 98: 17–33."
"625",15.555,62.295,"Kubota_global","Linder_9",0.001257,8,163,10,8623,2435.25,2.2,13,25,102,33,44,1,"mainland","mainland","mainland","Boreal Forests/Taiga","Palearctic","Western Palearctic","Plot","Linder, P. et al. 1997. Stand structure and successional trends in virgin boreal forest reserves in Sweden. – For. Ecol. Manage. 98: 17–33."
"626",15.535,62.295,"Kubota_global","Linder_10",0.001257,5,230,10,8557,2383.83325195312,2.2,13,25,102,34,34,1,"mainland","mainland","mainland","Boreal Forests/Taiga","Palearctic","Western Palearctic","Plot","Linder, P. et al. 1997. Stand structure and successional trends in virgin boreal forest reserves in Sweden. – For. Ecol. Manage. 98: 17–33."
"627",15.715,62.025,"Kubota_global","Linder_11",0.001257,8,249,10,9933,4068.41674804688,2.8,13.6,25,102,32,82,1,"mainland","mainland","mainland","Boreal Forests/Taiga","Palearctic","Western Palearctic","Plot","Linder, P. et al. 1997. Stand structure and successional trends in virgin boreal forest reserves in Sweden. – For. Ecol. Manage. 98: 17–33."
"628",15.385,61.285,"Kubota_global","Linder_12",0.001257,7,214,10,8889,2535.5,3.3,14,26,103,33,18,1,"mainland","mainland","mainland","Boreal Forests/Taiga","Palearctic","Western Palearctic","Plot","Linder, P. et al. 1997. Stand structure and successional trends in virgin boreal forest reserves in Sweden. – For. Ecol. Manage. 98: 17–33."
"629",106.975,-6.765,"Kubota_global","Kandang_Badak_plot",4e-04,10,57,10,30535,12378.8330078125,13,13.4,85,330,46,714,1,"island","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot","Yamada, I. 1976. Forest ecological studies of the montane forest of Mt. Pangrango, west Java: II. Stratification and floristic composition of the forest vegetation of the higher part of Mt. Pangrango. – S. E. Asian Stud. 13: 513–534."
"630",106.965,-6.765,"Kubota_global","Summit_plot_mt_Pangrango",4e-04,9,152,10,11672,9107.8330078125,10.3,10.8,86,272,53,470,1,"island","mainland","mainland","Tropical and Subtropical Moist Broadleaf Forests","Indo-Malay","Indo-Malay","Plot","Yamada, I. 1976. Forest ecological studies of the montane forest of Mt. Pangrango, west Java: II. Stratification and floristic composition of the forest vegetation of the higher part of Mt. Pangrango. – S. E. Asian Stud. 13: 513–534."
"631",19.015,48.575,"Maycock_EU","EU10_Boky_Reserve",0.01,11,318,10,13034,5184.25,7.3,16.3,31,141,25,115,30,"mainland","mainland","mainland","Temperate Broadleaf and Mixed Forests","Palearctic","Western Palearctic","Plot","Maycock et al. (2000) Composition, structure and ecological aspects of mesic old growth Carpathian deciduous forests of Slovakia, Southern Poland and the Western Ukraine. Fragm. Flor. Geobot. 45: 281-321."
"632",19.035,48.675,"Maycock_EU","EU12_Badinsky_Prales1",0.01,6,332,10,12291,4024.33325195312,5.3,14,31,168,28,176,30,"mainland","mainland","mainland","Temperate Conifer Forests","Palearctic","Western Palearctic","Plot","Maycock et al. (2000) Composition, structure and ecological aspects of mesic old growth Carpathian deciduous forests of Slovakia, Southern Poland and the Western Ukraine. Fragm. Flor. Geobot. 45: 281-321."
"633",19.195,48.185,"Maycock_EU","EU13_Dobrocsky_Prales",0.01,7,395,10,9296,4074.41674804688,9.3,18.6,31,112,24,50,30,"mainland","mainland","mainland","Temperate Broadleaf and Mixed Forests","Palearctic","Western Palearctic","Plot","Maycock et al. (2000) Composition, structure and ecological aspects of mesic old growth Carpathian deciduous forests of Slovakia, Southern Poland and the Western Ukraine. Fragm. Flor. Geobot. 45: 281-321."
"634",19.585,48.715,"Maycock_EU","EU23_Hroncokovy_Grun",0.01,7,274,10,14224,6699.91650390625,5.6,14.4,31,145,33,184,30,"mainland","mainland","mainland","Temperate Conifer Forests","Palearctic","Western Palearctic","Plot","Maycock et al. (2000) Composition, structure and ecological aspects of mesic old growth Carpathian deciduous forests of Slovakia, Southern Poland and the Western Ukraine. Fragm. Flor. Geobot. 45: 281-321."
"635",22.535,49.085,"Maycock_EU","EU24_Stuzica",0.01,4,423,10,13068,4959.83349609375,5,14.1,27,146,33,172,30,"mainland","mainland","mainland","Temperate Conifer Forests","Palearctic","Western Palearctic","Plot","Maycock et al. (2000) Composition, structure and ecological aspects of mesic old growth Carpathian deciduous forests of Slovakia, Southern Poland and the Western Ukraine. Fragm. Flor. Geobot. 45: 281-321."
"636",19.485,49.605,"Maycock_EU","EU6_Babia_Gora",0.01,5,295,10,10710,3004.41674804688,4.7,13.4,29,171,39,190,30,"mainland","mainland","mainland","Temperate Conifer Forests","Palearctic","Western Palearctic","Plot","Maycock et al. (2000) Composition, structure and ecological aspects of mesic old growth Carpathian deciduous forests of Slovakia, Southern Poland and the Western Ukraine. Fragm. Flor. Geobot. 45: 281-321."
"637",20.095,49.565,"Maycock_EU","EU7_Poreba_Wielka-Koniknki",0.01,6,364,10,11262,3334.25,4.2,12.8,29,163,42,212,30,"mainland","mainland","mainland","Temperate Conifer Forests","Palearctic","Western Palearctic","Plot","Maycock et al. (2000) Composition, structure and ecological aspects of mesic old growth Carpathian deciduous forests of Slovakia, Southern Poland and the Western Ukraine. Fragm. Flor. Geobot. 45: 281-321."
"638",20.095,49.585,"Maycock_EU","EU8_Tubacz",0.01,3,377,10,11566,3225.91674804688,5,13.7,30,145,44,261,30,"mainland","mainland","mainland","Temperate Conifer Forests","Palearctic","Western Palearctic","Plot","Maycock et al. (2000) Composition, structure and ecological aspects of mesic old growth Carpathian deciduous forests of Slovakia, Southern Poland and the Western Ukraine. Fragm. Flor. Geobot. 45: 281-321."
"639",20.285,49.765,"Maycock_EU","EU5_Kostrza",0.01,5,395,10,14128,7096.5,7.2,16.4,29,108,45,141,30,"mainland","mainland","mainland","Temperate Conifer Forests","Palearctic","Western Palearctic","Plot","Maycock et al. (2000) Composition, structure and ecological aspects of mesic old growth Carpathian deciduous forests of Slovakia, Southern Poland and the Western Ukraine. Fragm. Flor. Geobot. 45: 281-321."
"640",20.445,49.465,"Maycock_EU","EU9_Klodne_nad_Dunajcom",0.01,7,277,10,13169,5216.91650390625,6,15.1,30,116,44,243,30,"mainland","mainland","mainland","Temperate Conifer Forests","Palearctic","Western Palearctic","Plot","Maycock et al. (2000) Composition, structure and ecological aspects of mesic old growth Carpathian deciduous forests of Slovakia, Southern Poland and the Western Ukraine. Fragm. Flor. Geobot. 45: 281-321."
"641",20.615,49.455,"Maycock_EU","EU4_Baniska_Reserve",0.01,5,220,10,11124,5200.25,4.5,13.3,30,146,40,251,30,"mainland","mainland","mainland","Temperate Conifer Forests","Palearctic","Western Palearctic","Plot","Maycock et al. (2000) Composition, structure and ecological aspects of mesic old growth Carpathian deciduous forests of Slovakia, Southern Poland and the Western Ukraine. Fragm. Flor. Geobot. 45: 281-321."
"642",20.835,49.465,"Maycock_EU","EU3_Labowiec_Reserve",0.01,6,236,10,11830,3106.58325195312,4.6,13.5,29,149,38,239,30,"mainland","mainland","mainland","Temperate Conifer Forests","Palearctic","Western Palearctic","Plot","Maycock et al. (2000) Composition, structure and ecological aspects of mesic old growth Carpathian deciduous forests of Slovakia, Southern Poland and the Western Ukraine. Fragm. Flor. Geobot. 45: 281-321."
"643",23.625,48.205,"Maycock_EU","EU18_Mala_Ugolka",0.01,5,218,10,12356,5768.08349609375,8.4,17.8,29,137,29,209,30,"mainland","mainland","mainland","Temperate Conifer Forests","Palearctic","Western Palearctic","Plot","Maycock et al. (2000) Composition, structure and ecological aspects of mesic old growth Carpathian deciduous forests of Slovakia, Southern Poland and the Western Ukraine. Fragm. Flor. Geobot. 45: 281-321."
"644",23.645,48.215,"Maycock_EU","EU19_Velyka_Ugolka",0.01,3,400,10,14258,6214.33349609375,8.3,17.6,29,137,30,238,30,"mainland","mainland","mainland","Temperate Conifer Forests","Palearctic","Western Palearctic","Plot","Maycock et al. (2000) Composition, structure and ecological aspects of mesic old growth Carpathian deciduous forests of Slovakia, Southern Poland and the Western Ukraine. Fragm. Flor. Geobot. 45: 281-321."
"645",23.855,48.295,"Maycock_EU","EU17_Shyrokoluyhankyi",0.01,3,383,10,13118,4874.33349609375,5.5,14.5,29,143,35,311,30,"mainland","mainland","mainland","Temperate Conifer Forests","Palearctic","Western Palearctic","Plot","Maycock et al. (2000) Composition, structure and ecological aspects of mesic old growth Carpathian deciduous forests of Slovakia, Southern Poland and the Western Ukraine. Fragm. Flor. Geobot. 45: 281-321."
"646",26.245,49.155,"Maycock_EU","EU20_Ivankyvci",0.01,7,340,10,10962,5276.58349609375,7.1,17.3,27,102,44,39,30,"mainland","mainland","mainland","Temperate Broadleaf and Mixed Forests","Palearctic","Western Palearctic","Plot","Maycock et al. (2000) Composition, structure and ecological aspects of mesic old growth Carpathian deciduous forests of Slovakia, Southern Poland and the Western Ukraine. Fragm. Flor. Geobot. 45: 281-321."
"647",-92.755,37.975,"Myers_Missouri","Myers_H1",5e-04,6,28,2,8226,6101.41650390625,13.5,24.5,33,163,26,91,5,"mainland","mainland","mainland","Temperate Broadleaf and Mixed Forests","Nearctic","Nearctic","Plot","Myers et al. (2015) Disturbance alters beta-diversity but not the relative importance of community assembly mechanisms. Journal of Ecology 103: 1291-1299."
"648",-92.765,37.975,"Myers_Missouri","Myers_H10",5e-04,2,31,2,8111,6074.75,13.5,24.6,33,163,26,80,5,"mainland","mainland","mainland","Temperate Broadleaf and Mixed Forests","Nearctic","Nearctic","Plot","Myers et al. (2015) Disturbance alters beta-diversity but not the relative importance of community assembly mechanisms. Journal of Ecology 103: 1291-1299."
"649",-92.765,37.975,"Myers_Missouri","Myers_H11",5e-04,4,48,2,8111,6074.75,13.5,24.6,33,163,26,80,5,"mainland","mainland","mainland","Temperate Broadleaf and Mixed Forests","Nearctic","Nearctic","Plot","Myers et al. (2015) Disturbance alters beta-diversity but not the relative importance of community assembly mechanisms. Journal of Ecology 103: 1291-1299."
"650",-92.765,37.965,"Myers_Missouri","Myers_H12",5e-04,7,21,2,8192,6005.33349609375,13.5,24.7,34,160,26,70,5,"mainland","mainland","mainland","Temperate Broadleaf and Mixed Forests","Nearctic","Nearctic","Plot","Myers et al. (2015) Disturbance alters beta-diversity but not the relative importance of community assembly mechanisms. Journal of Ecology 103: 1291-1299."
"651",-92.765,37.965,"Myers_Missouri","Myers_H13",5e-04,5,11,2,8192,6005.33349609375,13.5,24.7,34,160,26,70,5,"mainland","mainland","mainland","Temperate Broadleaf and Mixed Forests","Nearctic","Nearctic","Plot","Myers et al. (2015) Disturbance alters beta-diversity but not the relative importance of community assembly mechanisms. Journal of Ecology 103: 1291-1299."
"652",-92.765,37.965,"Myers_Missouri","Myers_H14",5e-04,8,19,2,8192,6005.33349609375,13.5,24.7,34,160,26,70,5,"mainland","mainland","mainland","Temperate Broadleaf and Mixed Forests","Nearctic","Nearctic","Plot","Myers et al. (2015) Disturbance alters beta-diversity but not the relative importance of community assembly mechanisms. Journal of Ecology 103: 1291-1299."
"653",-92.765,37.955,"Myers_Missouri","Myers_H15",5e-04,10,32,2,8192,6005.33349609375,13.5,24.7,34,160,26,70,5,"mainland","mainland","mainland","Temperate Broadleaf and Mixed Forests","Nearctic","Nearctic","Plot","Myers et al. (2015) Disturbance alters beta-diversity but not the relative importance of community assembly mechanisms. Journal of Ecology 103: 1291-1299."
"654",-92.775,37.955,"Myers_Missouri","Myers_H16",5e-04,16,63,2,8192,6005.33349609375,13.5,24.7,34,160,26,70,5,"mainland","mainland","mainland","Temperate Broadleaf and Mixed Forests","Nearctic","Nearctic","Plot","Myers et al. (2015) Disturbance alters beta-diversity but not the relative importance of community assembly mechanisms. Journal of Ecology 103: 1291-1299."
"655",-92.805,37.955,"Myers_Missouri","Myers_H17",5e-04,12,94,2,8174,5892.5,13.5,24.7,33,161,26,101,5,"mainland","mainland","mainland","Temperate Broadleaf and Mixed Forests","Nearctic","Nearctic","Plot","Myers et al. (2015) Disturbance alters beta-diversity but not the relative importance of community assembly mechanisms. Journal of Ecology 103: 1291-1299."
"656",-92.805,37.955,"Myers_Missouri","Myers_H18",5e-04,10,83,2,8174,5892.5,13.5,24.7,33,161,26,101,5,"mainland","mainland","mainland","Temperate Broadleaf and Mixed Forests","Nearctic","Nearctic","Plot","Myers et al. (2015) Disturbance alters beta-diversity but not the relative importance of community assembly mechanisms. Journal of Ecology 103: 1291-1299."
"657",-92.805,37.955,"Myers_Missouri","Myers_H19",5e-04,8,59,2,8129,5998.33349609375,13.5,24.6,33,160,26,92,5,"mainland","mainland","mainland","Temperate Broadleaf and Mixed Forests","Nearctic","Nearctic","Plot","Myers et al. (2015) Disturbance alters beta-diversity but not the relative importance of community assembly mechanisms. Journal of Ecology 103: 1291-1299."
"658",-92.755,37.975,"Myers_Missouri","Myers_H2",5e-04,4,23,2,8226,6101.41650390625,13.5,24.5,33,163,26,91,5,"mainland","mainland","mainland","Temperate Broadleaf and Mixed Forests","Nearctic","Nearctic","Plot","Myers et al. (2015) Disturbance alters beta-diversity but not the relative importance of community assembly mechanisms. Journal of Ecology 103: 1291-1299."
"659",-92.795,37.965,"Myers_Missouri","Myers_H20",5e-04,17,56,2,8414,6316.5,13.4,24.5,33,163,26,75,5,"mainland","mainland","mainland","Temperate Broadleaf and Mixed Forests","Nearctic","Nearctic","Plot","Myers et al. (2015) Disturbance alters beta-diversity but not the relative importance of community assembly mechanisms. Journal of Ecology 103: 1291-1299."
"660",-92.795,37.965,"Myers_Missouri","Myers_H21",5e-04,20,78,2,8414,6316.5,13.4,24.5,33,163,26,75,5,"mainland","mainland","mainland","Temperate Broadleaf and Mixed Forests","Nearctic","Nearctic","Plot","Myers et al. (2015) Disturbance alters beta-diversity but not the relative importance of community assembly mechanisms. Journal of Ecology 103: 1291-1299."
"661",-92.795,37.965,"Myers_Missouri","Myers_H22",5e-04,13,54,2,8414,6316.5,13.4,24.5,33,163,26,75,5,"mainland","mainland","mainland","Temperate Broadleaf and Mixed Forests","Nearctic","Nearctic","Plot","Myers et al. (2015) Disturbance alters beta-diversity but not the relative importance of community assembly mechanisms. Journal of Ecology 103: 1291-1299."
"662",-92.795,37.955,"Myers_Missouri","Myers_H23",5e-04,12,67,2,8414,6316.5,13.4,24.5,33,163,26,75,5,"mainland","mainland","mainland","Temperate Broadleaf and Mixed Forests","Nearctic","Nearctic","Plot","Myers et al. (2015) Disturbance alters beta-diversity but not the relative importance of community assembly mechanisms. Journal of Ecology 103: 1291-1299."
"663",-92.795,37.955,"Myers_Missouri","Myers_H24",5e-04,6,46,2,8322,6242.58349609375,13.4,24.5,33,163,26,72,5,"mainland","mainland","mainland","Temperate Broadleaf and Mixed Forests","Nearctic","Nearctic","Plot","Myers et al. (2015) Disturbance alters beta-diversity but not the relative importance of community assembly mechanisms. Journal of Ecology 103: 1291-1299."
"664",-92.795,37.955,"Myers_Missouri","Myers_H25",5e-04,6,41,2,8322,6242.58349609375,13.4,24.5,33,163,26,72,5,"mainland","mainland","mainland","Temperate Broadleaf and Mixed Forests","Nearctic","Nearctic","Plot","Myers et al. (2015) Disturbance alters beta-diversity but not the relative importance of community assembly mechanisms. Journal of Ecology 103: 1291-1299."
"665",-92.795,37.955,"Myers_Missouri","Myers_H26",5e-04,10,55,2,8322,6242.58349609375,13.4,24.5,33,163,26,72,5,"mainland","mainland","mainland","Temperate Broadleaf and Mixed Forests","Nearctic","Nearctic","Plot","Myers et al. (2015) Disturbance alters beta-diversity but not the relative importance of community assembly mechanisms. Journal of Ecology 103: 1291-1299."
"666",-92.795,37.955,"Myers_Missouri","Myers_H27",5e-04,9,27,2,8322,6242.58349609375,13.4,24.5,33,163,26,72,5,"mainland","mainland","mainland","Temperate Broadleaf and Mixed Forests","Nearctic","Nearctic","Plot","Myers et al. (2015) Disturbance alters beta-diversity but not the relative importance of community assembly mechanisms. Journal of Ecology 103: 1291-1299."
